joined_composite_id,election,host_locality_code,host_kalpi,component_locality_codes,evidence_status,evidence_method,note,display_mode
composite:joined-k20-159,K20,159,,159|1336,confirmed,explicit_source_location,The official K20 polling-location row explicitly places each attached register in the host locality.
composite:joined-k20-198,K20,198,,198|1076,confirmed,explicit_source_location,The official K20 polling-location row explicitly places each attached register in the host locality.
composite:joined-k20-234,K20,234,,234|2006,confirmed,explicit_source_location,The official K20 polling-location row explicitly places each attached register in the host locality.
composite:joined-k20-247,K20,247,,247|1324,confirmed,explicit_source_location,The official K20 polling-location row explicitly places each attached register in the host locality.
composite:joined-k20-382,K20,382,,382|1318,confirmed,explicit_source_location,The official K20 polling-location row explicitly places each attached register in the host locality.
composite:joined-k20-387,K20,387,,387|897,confirmed,explicit_source_location,The official K20 polling-location row explicitly places each attached register in the host locality.
composite:joined-k20-390,K20,390,,390|1143,confirmed,explicit_source_location,The official K20 polling-location row explicitly places each attached register in the host locality.
composite:joined-k20-405,K20,405,,405|1134,confirmed,explicit_source_location,The official K20 polling-location row explicitly places each attached register in the host locality.
composite:joined-k20-442,K20,442,,442|833,confirmed,explicit_source_location,The official K20 polling-location row explicitly places each attached register in the host locality.
composite:joined-k20-465,K20,465,,465|886,confirmed,explicit_source_location,The official K20 polling-location row explicitly places each attached register in the host locality.
composite:joined-k20-553,K20,553,,553|392,confirmed,explicit_source_location,The official K20 polling-location row explicitly places each attached register in the host locality.
composite:joined-k20-567,K20,567,,567|493|566,confirmed,explicit_source_location,The official K20 polling-location row explicitly places each attached register in the host locality.
composite:joined-k20-578,K20,578,,578|1213,confirmed,explicit_source_location,The official K20 polling-location row explicitly places each attached register in the host locality.
composite:joined-k20-585,K20,585,,585|1322,confirmed,explicit_source_location,The official K20 polling-location row explicitly places each attached register in the host locality.
composite:joined-k20-689,K20,689,,689|212,confirmed,explicit_source_location,The official K20 polling-location row explicitly places each attached register in the host locality.
composite:joined-k20-889,K20,889,,889|890,confirmed,explicit_source_location,The official K20 polling-location row explicitly places each attached register in the host locality.
composite:joined-k20-1024,K20,1024,,1024|412,confirmed,explicit_source_location,The official K20 polling-location row explicitly places each attached register in the host locality.
composite:joined-k20-1084,K20,1084,,1084|88,confirmed,explicit_source_location,The official K20 polling-location row explicitly places each attached register in the host locality.
composite:joined-k20-1114,K20,1114,,1114|1325,confirmed,explicit_source_location,The official K20 polling-location row explicitly places each attached register in the host locality.
composite:joined-k20-1137,K20,1137,,1137|2039,confirmed,explicit_source_location,The official K20 polling-location row explicitly places each attached register in the host locality.
composite:joined-k20-1140,K20,1140,,1140|1373,confirmed,explicit_source_location,The official K20 polling-location row explicitly places each attached register in the host locality.
composite:joined-k20-1156,K20,1156,,1156|1248,confirmed,explicit_source_location,The official K20 polling-location row explicitly places each attached register in the host locality.
composite:joined-k20-1172,K20,1172,,1172|1185,confirmed,explicit_source_location,The official K20 polling-location row explicitly places each attached register in the host locality.
composite:joined-k20-1177,K20,1177,,1177|1341,confirmed,explicit_source_location,The official K20 polling-location row explicitly places each attached register in the host locality.
composite:joined-k20-1188,K20,1188,,1188|1276,confirmed,explicit_source_location,The official K20 polling-location row explicitly places each attached register in the host locality.
composite:joined-k20-1195,K20,1195,,1195|328,confirmed,explicit_source_location,The official K20 polling-location row explicitly places each attached register in the host locality.
composite:joined-k20-1197,K20,1197,,1197|1266|1267|1279,confirmed,explicit_source_location,The official K20 polling-location row explicitly places each attached register in the host locality.
composite:joined-k20-1233,K20,1233,,1233|1365,confirmed,explicit_source_location,The official K20 polling-location row explicitly places each attached register in the host locality.
composite:joined-k20-1258,K20,1258,,1258|1225,confirmed,explicit_source_location,The official K20 polling-location row explicitly places each attached register in the host locality.
composite:joined-k20-1261,K20,1261,,1261|1196,confirmed,explicit_source_location,The official K20 polling-location row explicitly places each attached register in the host locality.
composite:joined-k20-1291,K20,1291,,1291|1278,confirmed,explicit_source_location,The official K20 polling-location row explicitly places each attached register in the host locality.
composite:joined-k20-1366,K20,1366,,1366|1364,confirmed,explicit_source_location,The official K20 polling-location row explicitly places each attached register in the host locality.
composite:joined-k20-2011,K20,2011,,2011|1339,confirmed,explicit_source_location,The official K20 polling-location row explicitly places each attached register in the host locality.
composite:joined-k20-2053,K20,2053,,2053|1117,confirmed,explicit_source_location,The official K20 polling-location row explicitly places each attached register in the host locality.
composite:joined-k20-2300,K20,2300,,2300|882,confirmed,explicit_source_location,The official K20 polling-location row explicitly places each attached register in the host locality.
composite:joined-k20-3000,K20,3000,,3000|1056,confirmed,explicit_source_location,The official K20 polling-location row explicitly places each attached register in the host locality.
composite:joined-k20-3599,K20,3599,,3599|3782|3785,confirmed,explicit_source_location,The official K20 polling-location row explicitly places each attached register in the host locality.
composite:joined-k20-3601,K20,3601,,3601|3786,confirmed,explicit_source_location,The official K20 polling-location row explicitly places each attached register in the host locality.
composite:joined-k20-3619,K20,3619,,3619|3646,confirmed,explicit_source_location,The official K20 polling-location row explicitly places each attached register in the host locality.
composite:joined-k20-4201,K20,4201,,4201|4502,confirmed,explicit_source_location,The official K20 polling-location row explicitly places each attached register in the host locality.
composite:joined-k20-4301,K20,4301,,4301|4019,confirmed,explicit_source_location,The official K20 polling-location row explicitly places each attached register in the host locality.
composite:joined-k20-7800,K20,7800,,7800|926,confirmed,explicit_source_location,The official K20 polling-location row explicitly places each attached register in the host locality.
composite:joined-k20-9200,K20,9200,,9200|1154,confirmed,explicit_source_location,The official K20 polling-location row explicitly places each attached register in the host locality.
composite:joined-k25-567,K25,567,1,567|493|566,strong,under_100_host_delta,The under-100 K25 register is consistent with the reviewed nearby host station eligible-voter delta.
composite:joined-k25-1177,K25,1177,1,1177|1378,strong,under_100_host_delta,The under-100 K25 register is consistent with the reviewed nearby host station eligible-voter delta.
composite:joined-k25-2011,K25,2011,1,2011|1339,strong,under_100_host_delta,The under-100 K25 register is consistent with the reviewed nearby host station eligible-voter delta.
composite:joined-k25-3607,K25,3607,1,3607|3825,strong,under_100_host_delta,The under-100 K25 register is consistent with the reviewed nearby host station eligible-voter delta.,marker
composite:joined-k25-4303,K25,4303,1,4303|4035,strong,under_100_host_delta,The under-100 K25 register is consistent with the reviewed nearby host station eligible-voter delta.
