stat_area_id,stat_area_vintage,locality_code,locality_name_he,stat_area_number,elections_using_vintage,assigned_elections_count,assigned_elections,unassigned_elections_count,unassigned_elections,official_area_electorate_gap_elections,followup_elections,persistence_status,never_assigned_in_supported_elections,population_proxy,age_20_plus_population_proxy,population_reference_year,population_proxy_source
stat1995:1146001,1995,1146,עלומים,1,1,1,K17,0,,,,assigned_in_every_supported_election,False,0,0,,
stat1995:1147001,1995,1147,נטועה,1,1,1,K17,0,,,,assigned_in_every_supported_election,False,0,0,,
stat1995:1148001,1995,1148,צור נתן,1,1,1,K17,0,,,,assigned_in_every_supported_election,False,0,0,,
stat1995:1149001,1995,1149,עזר,1,1,1,K17,0,,,,assigned_in_every_supported_election,False,0,0,,
stat1995:1150001,1995,1150,צופר,1,1,1,K17,0,,,,assigned_in_every_supported_election,False,0,0,,
stat1995:115001,1995,115,חופית,1,1,1,K17,0,,,,assigned_in_every_supported_election,False,0,0,,
stat1995:1151001,1995,1151,פארן,1,1,1,K17,0,,,,assigned_in_every_supported_election,False,0,0,,
stat1995:1152001,1995,1152,אשלים,1,1,1,K17,0,,,,assigned_in_every_supported_election,False,0,0,,
stat1995:1153001,1995,1153,כישור,1,1,0,,1,K17,,,never_assigned_without_positive_population_proxy,True,0,0,,
stat1995:1154001,1995,1154,מלכישוע,1,1,0,,1,K17,,,never_assigned_without_positive_population_proxy,True,0,0,,
stat1995:1155001,1995,1155,מגן שאול,1,1,1,K17,0,,,,assigned_in_every_supported_election,False,0,0,,
stat1995:1156001,1995,1156,סמר,1,1,1,K17,0,,,,assigned_in_every_supported_election,False,0,0,,
stat1995:1157001,1995,1157,אחווה,1,1,1,K17,0,,,,assigned_in_every_supported_election,False,0,0,,
stat1995:1158001,1995,1158,יהל,1,1,1,K17,0,,,,assigned_in_every_supported_election,False,0,0,,
stat1995:1160001,1995,1160,שכניה,1,1,1,K17,0,,,,assigned_in_every_supported_election,False,0,0,,
stat1995:1161001,1995,1161,רהט,1,1,1,K17,0,,,,assigned_in_every_supported_election,False,0,0,,
stat1995:1161002,1995,1161,רהט,2,1,1,K17,0,,,,assigned_in_every_supported_election,False,0,0,,
stat1995:1161003,1995,1161,רהט,3,1,1,K17,0,,,,assigned_in_every_supported_election,False,0,0,,
stat1995:1161004,1995,1161,רהט,4,1,1,K17,0,,,,assigned_in_every_supported_election,False,0,0,,
stat1995:1161005,1995,1161,רהט,5,1,1,K17,0,,,,assigned_in_every_supported_election,False,0,0,,
stat1995:1161006,1995,1161,רהט,6,1,1,K17,0,,,,assigned_in_every_supported_election,False,0,0,,
stat1995:1162001,1995,1162,בית רימון,1,1,1,K17,0,,,,assigned_in_every_supported_election,False,0,0,,
stat1995:1163001,1995,1163,מורן,1,1,1,K17,0,,,,assigned_in_every_supported_election,False,0,0,,
stat1995:1165001,1995,1165,שילת,1,1,1,K17,0,,,,assigned_in_every_supported_election,False,0,0,,
stat1995:1166001,1995,1166,כפר רות,1,1,1,K17,0,,,,assigned_in_every_supported_election,False,0,0,,
stat1995:1171001,1995,1171,לוטם,1,1,1,K17,0,,,,assigned_in_every_supported_election,False,0,0,,
stat1995:1172001,1995,1172,תובל,1,1,1,K17,0,,,,assigned_in_every_supported_election,False,0,0,,
stat1995:1173001,1995,1173,לפידות,1,1,1,K17,0,,,,assigned_in_every_supported_election,False,0,0,,
stat1995:1174001,1995,1174,מנוף,1,1,1,K17,0,,,,assigned_in_every_supported_election,False,0,0,,
stat1995:1175001,1995,1175,עידן,1,1,1,K17,0,,,,assigned_in_every_supported_election,False,0,0,,
stat1995:1176001,1995,1176,ספיר,1,1,1,K17,0,,,,assigned_in_every_supported_election,False,0,0,,
stat1995:1177001,1995,1177,טללים,1,1,1,K17,0,,,,assigned_in_every_supported_election,False,0,0,,
stat1995:1178001,1995,1178,מורשת,1,1,1,K17,0,,,,assigned_in_every_supported_election,False,0,0,,
stat1995:1179001,1995,1179,קורנית,1,1,1,K17,0,,,,assigned_in_every_supported_election,False,0,0,,
stat1995:1180001,1995,1180,צביה,1,1,1,K17,0,,,,assigned_in_every_supported_election,False,0,0,,
stat1995:1181001,1995,1181,טל-אל,1,1,1,K17,0,,,,assigned_in_every_supported_election,False,0,0,,
stat1995:1182001,1995,1182,אלון הגליל,1,1,1,K17,0,,,,assigned_in_every_supported_election,False,0,0,,
stat1995:1183001,1995,1183,כליל,1,1,1,K17,0,,,,assigned_in_every_supported_election,False,0,0,,
stat1995:1184001,1995,1184,מתת,1,1,1,K17,0,,,,assigned_in_every_supported_election,False,0,0,,
stat1995:1185001,1995,1185,פלך,1,1,0,,1,K17,,,never_assigned_without_positive_population_proxy,True,0,0,,
stat1995:1186001,1995,1186,הושעיה,1,1,1,K17,0,,,,assigned_in_every_supported_election,False,0,0,,
stat1995:1187001,1995,1187,עיר אובות,1,1,0,,1,K17,,,never_assigned_without_positive_population_proxy,True,0,0,,
stat1995:1188001,1995,1188,אשחר,1,1,1,K17,0,,,,assigned_in_every_supported_election,False,0,0,,
stat1995:1190001,1995,1190,מצפה נטופה,1,1,1,K17,0,,,,assigned_in_every_supported_election,False,0,0,,
stat1995:1191001,1995,1191,בר יוחאי,1,1,1,K17,0,,,,assigned_in_every_supported_election,False,0,0,,
stat1995:1192001,1995,1192,ערערה-בנגב,1,1,1,K17,0,,,,assigned_in_every_supported_election,False,0,0,,
stat1995:1197001,1995,1197,שיזפון,1,1,1,K17,0,,,,assigned_in_every_supported_election,False,0,0,,
stat1995:1198001,1995,1198,כרמים,1,1,0,,1,K17,,,never_assigned_without_positive_population_proxy,True,0,0,,
stat1995:1199001,1995,1199,עדי,1,1,1,K17,0,,,,assigned_in_every_supported_election,False,0,0,,
stat1995:1200001,1995,1200,מודיעין,1,1,1,K17,0,,,,assigned_in_every_supported_election,False,0,0,,
stat1995:1201001,1995,1201,כמון,1,1,1,K17,0,,,,assigned_in_every_supported_election,False,0,0,,
stat1995:1202001,1995,1202,מכמנים,1,1,1,K17,0,,,,assigned_in_every_supported_election,False,0,0,,
stat1995:1203001,1995,1203,הררית,1,1,1,K17,0,,,,assigned_in_every_supported_election,False,0,0,,
stat1995:1204001,1995,1204,גילון,1,1,1,K17,0,,,,assigned_in_every_supported_election,False,0,0,,
stat1995:1205001,1995,1205,מנות,1,1,1,K17,0,,,,assigned_in_every_supported_election,False,0,0,,
stat1995:1206001,1995,1206,גיתה,1,1,1,K17,0,,,,assigned_in_every_supported_election,False,0,0,,
stat1995:1207001,1995,1207,לבון,1,1,1,K17,0,,,,assigned_in_every_supported_election,False,0,0,,
stat1995:1208001,1995,1208,הילה,1,1,1,K17,0,,,,assigned_in_every_supported_election,False,0,0,,
stat1995:1209001,1995,1209,חרשים,1,1,1,K17,0,,,,assigned_in_every_supported_election,False,0,0,,
stat1995:1210001,1995,1210,כחל,1,1,1,K17,0,,,,assigned_in_every_supported_election,False,0,0,,
stat1995:1211001,1995,1211,קדרים,1,1,0,,1,K17,,,never_assigned_without_positive_population_proxy,True,0,0,,
stat1995:1212001,1995,1212,עמוקה,1,1,1,K17,0,,,,assigned_in_every_supported_election,False,0,0,,
stat1995:1213001,1995,1213,צבעון,1,1,0,,1,K17,,,never_assigned_without_positive_population_proxy,True,0,0,,
stat1995:1214001,1995,1214,טפחות,1,1,1,K17,0,,,,assigned_in_every_supported_election,False,0,0,,
stat1995:1219001,1995,1219,גורנות הגליל,1,1,1,K17,0,,,,assigned_in_every_supported_election,False,0,0,,
stat1995:1220001,1995,1220,אבירים,1,1,1,K17,0,,,,assigned_in_every_supported_election,False,0,0,,
stat1995:122001,1995,122,רמת ישי,1,1,1,K17,0,,,,assigned_in_every_supported_election,False,0,0,,
stat1995:1221001,1995,1221,צורית,1,1,1,K17,0,,,,assigned_in_every_supported_election,False,0,0,,
stat1995:1222001,1995,1222,"מצפה אבי""ב",1,1,1,K17,0,,,,assigned_in_every_supported_election,False,0,0,,
stat1995:1223001,1995,1223,שדי אברהם,1,1,1,K17,0,,,,assigned_in_every_supported_election,False,0,0,,
stat1995:1224001,1995,1224,כוכב יאיר,1,1,1,K17,0,,,,assigned_in_every_supported_election,False,0,0,,
stat1995:1225001,1995,1225,רביד,1,1,0,,1,K17,,,never_assigned_without_positive_population_proxy,True,0,0,,
stat1995:1226001,1995,1226,יובלים,1,1,1,K17,0,,,,assigned_in_every_supported_election,False,0,0,,
stat1995:1227001,1995,1227,יתד,1,1,1,K17,0,,,,assigned_in_every_supported_election,False,0,0,,
stat1995:1228001,1995,1228,רקפת,1,1,1,K17,0,,,,assigned_in_every_supported_election,False,0,0,,
stat1995:1229001,1995,1229,כלנית,1,1,1,K17,0,,,,assigned_in_every_supported_election,False,0,0,,
stat1995:1230001,1995,1230,לבנים,1,1,1,K17,0,,,,assigned_in_every_supported_election,False,0,0,,
stat1995:1231001,1995,1231,פרי גן,1,1,1,K17,0,,,,assigned_in_every_supported_election,False,0,0,,
stat1995:1232001,1995,1232,יבול,1,1,1,K17,0,,,,assigned_in_every_supported_election,False,0,0,,
stat1995:1233001,1995,1233,שקף,1,1,1,K17,0,,,,assigned_in_every_supported_election,False,0,0,,
stat1995:1235001,1995,1235,שורשים,1,1,1,K17,0,,,,assigned_in_every_supported_election,False,0,0,,
stat1995:1236001,1995,1236,נירית,1,1,1,K17,0,,,,assigned_in_every_supported_election,False,0,0,,
stat1995:1237001,1995,1237,תלמי יוסף,1,1,1,K17,0,,,,assigned_in_every_supported_election,False,0,0,,
stat1995:1238001,1995,1238,סופה,1,1,1,K17,0,,,,assigned_in_every_supported_election,False,0,0,,
stat1995:1239001,1995,1239,חולית,1,1,0,,1,K17,,,never_assigned_without_positive_population_proxy,True,0,0,,
stat1995:1240001,1995,1240,עין הבשור,1,1,1,K17,0,,,,assigned_in_every_supported_election,False,0,0,,
stat1995:1241001,1995,1241,דקל,1,1,1,K17,0,,,,assigned_in_every_supported_election,False,0,0,,
stat1995:1242001,1995,1242,נתיב העשרה,1,1,1,K17,0,,,,assigned_in_every_supported_election,False,0,0,,
stat1995:1244001,1995,1244,תמרת,1,1,1,K17,0,,,,assigned_in_every_supported_election,False,0,0,,
stat1995:1245001,1995,1245,סלמה,1,1,1,K17,0,,,,assigned_in_every_supported_election,False,0,0,,
stat1995:1246001,1995,1246,עראמשה,1,1,1,K17,0,,,,assigned_in_every_supported_election,False,0,0,,
stat1995:1247001,1995,1247,עירון,1,1,1,K17,0,,,,assigned_in_every_supported_election,False,0,0,,
stat1995:1248001,1995,1248,אליפז,1,1,0,,1,K17,,,never_assigned_without_positive_population_proxy,True,0,0,,
stat1995:1249001,1995,1249,הרדוף,1,1,1,K17,0,,,,assigned_in_every_supported_election,False,0,0,,
stat1995:1251001,1995,1251,עין תמר,1,1,0,,1,K17,,,never_assigned_without_positive_population_proxy,True,0,0,,
stat1995:1252001,1995,1252,כורזים,1,1,1,K17,0,,,,assigned_in_every_supported_election,False,0,0,,
stat1995:1253001,1995,1253,אמנון,1,1,1,K17,0,,,,assigned_in_every_supported_election,False,0,0,,
stat1995:1254001,1995,1254,נטף,1,1,1,K17,0,,,,assigned_in_every_supported_election,False,0,0,,
stat1995:1255001,1995,1255,לוטן,1,1,1,K17,0,,,,assigned_in_every_supported_election,False,0,0,,
stat1995:1256001,1995,1256,אשרת,1,1,1,K17,0,,,,assigned_in_every_supported_election,False,0,0,,
stat1995:1257001,1995,1257,חנתון,1,1,0,,1,K17,,,never_assigned_without_positive_population_proxy,True,0,0,,
stat1995:1258001,1995,1258,מסד,1,1,1,K17,0,,,,assigned_in_every_supported_election,False,0,0,,
stat1995:1259001,1995,1259,נווה שלום,1,1,1,K17,0,,,,assigned_in_every_supported_election,False,0,0,,
stat1995:1260001,1995,1260,רתמים,1,1,0,,1,K17,,,never_assigned_without_positive_population_proxy,True,0,0,,
stat1995:126001,1995,126,שריד,1,1,1,K17,0,,,,assigned_in_every_supported_election,False,0,0,,
stat1995:1261001,1995,1261,הר עמשא,1,1,0,,1,K17,,,never_assigned_without_positive_population_proxy,True,0,0,,
stat1995:1263001,1995,1263,כפר ורדים,1,1,1,K17,0,,,,assigned_in_every_supported_election,False,0,0,,
stat1995:1264001,1995,1264,כרמי יוסף,1,1,1,K17,0,,,,assigned_in_every_supported_election,False,0,0,,
stat1995:1265001,1995,1265,שומריה,1,1,0,,1,K17,,,never_assigned_without_positive_population_proxy,True,0,0,,
stat1995:1266001,1995,1266,שחרות,1,1,0,,1,K17,,,never_assigned_without_positive_population_proxy,True,0,0,,
stat1995:1268001,1995,1268,מיתר,1,1,1,K17,0,,,,assigned_in_every_supported_election,False,0,0,,
stat1995:127001,1995,127,רמת רחל,1,1,1,K17,0,,,,assigned_in_every_supported_election,False,0,0,,
stat1995:1271001,1995,1271,להבים,1,1,1,K17,0,,,,assigned_in_every_supported_election,False,0,0,,
stat1995:1272001,1995,1272,חלוץ,1,1,1,K17,0,,,,assigned_in_every_supported_election,False,0,0,,
