election,source_locality_code,source_locality_name,evidence_tier,decision,candidate_rows,candidate_actual_voters,candidate_assignment_sha256,reviewed_on,review_basis,review_notes
K20,1292,ג'דיידה-מכר,A,approved,19,8669,f6c493cefafb8e7b88ac64624b7b2b63f45bb62f6475fcfb9fd62d5b8e839170,2026-07-17,unique_exact_residual_partition_all_area_totals,"Approved after unique ballot-count, eligible-voter, and actual-voter partition; every residual statistical area also reconciles valid and invalid votes."
K20,1327,מעלה עירון,A,approved,15,5567,17b9c72c1487c58921e1b75db46fa8226a6208402098e16fec7d6d165945a567,2026-07-17,unique_exact_residual_partition_all_area_totals,"Approved after unique ballot-count, eligible-voter, and actual-voter partition; every residual statistical area also reconciles valid and invalid votes."
K20,2710,אום אל-פחם,A,approved,52,20471,45694fd34c2bfa3e8128095f2f66550d8b3754e43049cf56e2fa8b7a17e32378,2026-07-17,unique_exact_residual_partition_all_area_totals,"Approved after unique ballot-count, eligible-voter, and actual-voter partition; every residual statistical area also reconciles valid and invalid votes."
K20,2720,טירה,A,approved,23,11682,065de88f5b46e625e177537bf2e27bd3a1d1f0591b0b8106c5f793d4ea988819,2026-07-17,unique_exact_residual_partition_all_area_totals,"Approved after unique ballot-count, eligible-voter, and actual-voter partition; every residual statistical area also reconciles valid and invalid votes."
K20,2730,טייבה,A,approved,37,18103,f2f633794996933dbddd07ac6e345fdb500a88fd326371755a5377646250637e,2026-07-17,unique_exact_residual_partition_all_area_totals,"Approved after unique ballot-count, eligible-voter, and actual-voter partition; every residual statistical area also reconciles valid and invalid votes."
K20,6000,באקה אל-גרביה,A,approved,24,10094,1be27987bada5cee46fc31fa37d1ae6c885e8495e95df92c20d668e2f636bf30,2026-07-17,unique_exact_residual_partition_all_area_totals,"Approved after unique ballot-count, eligible-voter, and actual-voter partition; every residual statistical area also reconciles valid and invalid votes."
K20,8800,שפרעם,A,approved,37,15194,3cb3f9c11adbfed0d09c00a84f15aaee6f8cb5ba23726678de3d0957db376bfc,2026-07-17,unique_exact_residual_partition_all_area_totals,"Approved after unique ballot-count, eligible-voter, and actual-voter partition; every residual statistical area also reconciles valid and invalid votes."
K20,8900,טמרה,A,approved,28,15976,7b7c5814881fc11d4b0350ba5bb7ae6e16cec2b4cb36e97f4be3b8b72845e215,2026-07-17,unique_exact_residual_partition_all_area_totals,"Approved after unique ballot-count, eligible-voter, and actual-voter partition; every residual statistical area also reconciles valid and invalid votes."
K21,473,אבו סנאן,A,approved,13,4845,3feca87e57dee9a9969a9834510d0a1253ab2ce497958ea304e7d109d9e62d41,2026-07-17,unique_exact_residual_partition_all_area_totals,"Approved after unique ballot-count, eligible-voter, and actual-voter partition; every residual statistical area also reconciles valid and invalid votes."
K21,478,אכסאל,A,approved,13,4833,39fee874f567e49e6bad2814e37feb96a5205a61ebbc314424f6f912c57da3e3,2026-07-17,unique_exact_residual_partition_all_area_totals,"Approved after unique ballot-count, eligible-voter, and actual-voter partition; every residual statistical area also reconciles valid and invalid votes."
K21,481,מגאר,A,approved,22,7464,af906a032bd925c0eb6f2ac66e1678958d65894d0557e9bab53a2d92249dcc53,2026-07-17,unique_exact_residual_partition_all_area_totals,"Approved after unique ballot-count, eligible-voter, and actual-voter partition; every residual statistical area also reconciles valid and invalid votes."
K21,502,ירכא,A,approved,15,7155,2cf10cc750c18f194f89d9f5d022219d3bd1d5937bf09c4267452f5d7b883267,2026-07-17,unique_exact_residual_partition_all_area_totals,"Approved after unique ballot-count, eligible-voter, and actual-voter partition; every residual statistical area also reconciles valid and invalid votes."
K21,522,נחף,A,approved,12,4289,1b8095e35c55a7f308f697f1abf3c4ded3173a5989d4eff46dbf6b88886123e2,2026-07-17,unique_exact_residual_partition_all_area_totals,"Approved after unique ballot-count, eligible-voter, and actual-voter partition; every residual statistical area also reconciles valid and invalid votes."
K21,537,פוריידיס,A,approved,12,5437,2e1686c9a6c92431bc43490846b3b70e7bffe40dec81890ff63eba67ae62be04,2026-07-17,unique_exact_residual_partition_all_area_totals,"Approved after unique ballot-count, eligible-voter, and actual-voter partition; every residual statistical area also reconciles valid and invalid votes."
K21,541,ג'סר א-זרקא,A,approved,13,1892,ee1fc0595b6cc6b669615050d2f272ea6e18b225c1c40e8043a2333f16280858,2026-07-17,unique_exact_residual_partition_all_area_totals,"Approved after unique ballot-count, eligible-voter, and actual-voter partition; every residual statistical area also reconciles valid and invalid votes."
K21,628,ג'ת,A,approved,12,2977,a5300f829f275dc18e5753cdc596f4b3080adcfb90e748b5f92d0878a92ea012,2026-07-17,unique_exact_residual_partition_all_area_totals,"Approved after unique ballot-count, eligible-voter, and actual-voter partition; every residual statistical area also reconciles valid and invalid votes."
K21,1192,ערערה-בנגב,A,approved,3,965,821a2c626643b7597cd386d9955fcd57a586e053afc293c09ea75787a8ec9e88,2026-07-17,unique_exact_residual_partition_all_area_totals,"Approved after unique ballot-count, eligible-voter, and actual-voter partition; every residual statistical area also reconciles valid and invalid votes."
K21,2200,דימונה,A,approved,1,163,a9809a838d2707fc37fd979b9d373855d06620ed3ec0b69dc8695e1adbc6b83c,2026-07-17,unique_exact_residual_partition_all_area_totals,"Approved after unique ballot-count, eligible-voter, and actual-voter partition; every residual statistical area also reconciles valid and invalid votes."
K21,2720,טירה,A,approved,24,10661,2d5c879466a3c81003875a64e8c2237b89bcea51a11be663e7c3181b4fa73c73,2026-07-17,unique_exact_residual_partition_all_area_totals,"Approved after unique ballot-count, eligible-voter, and actual-voter partition; every residual statistical area also reconciles valid and invalid votes."
K21,2730,טייבה,A,approved,38,17029,c3e2abee706fc1491d6dca5d7970b918f02fa6f60f88c0961df3f6ca5d5cc32b,2026-07-17,unique_exact_residual_partition_all_area_totals,"Approved after unique ballot-count, eligible-voter, and actual-voter partition; every residual statistical area also reconciles valid and invalid votes."
