geography_id,geography_type,geography_package,geometry_archive,locality_code,locality_id,locality_name_he,locality_name_en,stat_area_count,stat_area_id,stat_2022,yishuv_stat_2022,COD_TIFKUD,single_stat_area,has_function_code
loc:41,locality,localities_2022,geographies/localities_2022.zip,41,loc:41,אליכין,ELYAKHIN,1,stat2022:410001,1,410001,1,True,True
loc:43,locality,localities_2022,geographies/localities_2022.zip,43,loc:43,מטולה,METULA,1,stat2022:430001,1,430001,1,True,True
loc:44,locality,localities_2022,geographies/localities_2022.zip,44,loc:44,זוהר,ZOHAR,1,stat2022:440001,1,440001,1,True,True
loc:46,locality,localities_2022,geographies/localities_2022.zip,46,loc:46,יבנאל,YAVNE'EL,1,stat2022:460001,1,460001,1,True,True
loc:47,locality,localities_2022,geographies/localities_2022.zip,47,loc:47,כפר תבור,KEFAR TAVOR,1,stat2022:470001,1,470001,1,True,True
loc:48,locality,localities_2022,geographies/localities_2022.zip,48,loc:48,מנחמיה,MENAHEMYA,1,stat2022:480001,1,480001,1,True,True
loc:49,locality,localities_2022,geographies/localities_2022.zip,49,loc:49,אילנייה,ILANIYYA,1,stat2022:490001,1,490001,1,True,True
loc:52,locality,localities_2022,geographies/localities_2022.zip,52,loc:52,לוזית,LUZIT,1,stat2022:520001,1,520001,1,True,True
loc:53,locality,localities_2022,geographies/localities_2022.zip,53,loc:53,עתלית,ATLIT,4,stat2022:530001|stat2022:530002|stat2022:530003|stat2022:530004,1|2|3|4,530001|530002|530003|530004,1,False,True
loc:55,locality,localities_2022,geographies/localities_2022.zip,55,loc:55,נוגה,NOGAH,1,stat2022:550001,1,550001,1,True,True
loc:57,locality,localities_2022,geographies/localities_2022.zip,57,loc:57,כנרת (קבוצה),KINNERET(QEVUZA),1,stat2022:570001,1,570001,1,True,True
loc:58,locality,localities_2022,geographies/localities_2022.zip,58,loc:58,מצפה,MIZPA,1,stat2022:580001,1,580001,1,True,True
loc:59,locality,localities_2022,geographies/localities_2022.zip,59,loc:59,נחושה,NEHUSHA,1,stat2022:590001,1,590001,1,True,True
loc:62,locality,localities_2022,geographies/localities_2022.zip,62,loc:62,דגניה א',DEGANYA ALEF,1,stat2022:620001,1,620001,1,True,True
loc:63,locality,localities_2022,geographies/localities_2022.zip,63,loc:63,כנרת (מושבה),KINNERET(MOSHAVA),1,stat2022:630001,1,630001,1,True,True
loc:64,locality,localities_2022,geographies/localities_2022.zip,64,loc:64,"יד רמב""ם",YAD RAMBAM,1,stat2022:640001,1,640001,1,True,True
loc:65,locality,localities_2022,geographies/localities_2022.zip,65,loc:65,מגדל,MIGDAL,1,stat2022:650001,1,650001,1,True,True
loc:66,locality,localities_2022,geographies/localities_2022.zip,66,loc:66,מרחביה (קיבוץ),MERHAVYA(QIBBUZ),1,stat2022:660001,1,660001,1,True,True
loc:67,locality,localities_2022,geographies/localities_2022.zip,67,loc:67,אור הנר,OR HANER,1,stat2022:670001,1,670001,1,True,True
loc:69,locality,localities_2022,geographies/localities_2022.zip,69,loc:69,ניר עוז,NIR OZ,1,stat2022:690001,1,690001,1,True,True
loc:70,locality,localities_2022,geographies/localities_2022.zip,70,loc:70,אשדוד,ASHDOD,71,stat2022:700111|stat2022:700112|stat2022:700113|stat2022:700114|stat2022:700121|stat2022:700122|stat2022:700123|stat2022:700124|stat2022:700125|stat2022:700126|stat2022:700131|stat2022:700132|stat2022:700133|stat2022:700141|stat2022:700142|stat2022:700143|stat2022:700144|stat2022:700145|stat2022:700146|stat2022:700211|stat2022:700212|stat2022:700213|stat2022:700214|stat2022:700215|stat2022:700221|stat2022:700222|stat2022:700223|stat2022:700311|stat2022:700312|stat2022:700313|stat2022:700321|stat2022:700322|stat2022:700323|stat2022:700324|stat2022:700411|stat2022:700412|stat2022:700413|stat2022:700414|stat2022:700421|stat2022:700422|stat2022:700423|stat2022:700431|stat2022:700432|stat2022:700433|stat2022:700434|stat2022:700511|stat2022:700512|stat2022:700513|stat2022:700514|stat2022:700521|stat2022:700522|stat2022:700523|stat2022:700524|stat2022:700611|stat2022:700612|stat2022:700613|stat2022:700621|stat2022:700622|stat2022:700623|stat2022:700624|stat2022:700631|stat2022:700632|stat2022:700633|stat2022:700711|stat2022:700712|stat2022:700713|stat2022:700714|stat2022:700721|stat2022:700722|stat2022:700723|stat2022:700724,111|112|113|114|121|122|123|124|125|126|131|132|133|141|142|143|144|145|146|211|212|213|214|215|221|222|223|311|312|313|321|322|323|324|411|412|413|414|421|422|423|431|432|433|434|511|512|513|514|521|522|523|524|611|612|613|621|622|623|624|631|632|633|711|712|713|714|721|722|723|724,700111|700112|700113|700114|700121|700122|700123|700124|700125|700126|700131|700132|700133|700141|700142|700143|700144|700145|700146|700211|700212|700213|700214|700215|700221|700222|700223|700311|700312|700313|700321|700322|700323|700324|700411|700412|700413|700414|700421|700422|700423|700431|700432|700433|700434|700511|700512|700513|700514|700521|700522|700523|700524|700611|700612|700613|700621|700622|700623|700624|700631|700632|700633|700711|700712|700713|700714|700721|700722|700723|700724,1|2|4|6,False,True
loc:71,locality,localities_2022,geographies/localities_2022.zip,71,loc:71,אשבול,ESHBOL,1,stat2022:710001,1,710001,1,True,True
loc:72,locality,localities_2022,geographies/localities_2022.zip,72,loc:72,גן שמואל,GAN SHEMU'EL,1,stat2022:720001,1,720001,1,True,True
loc:74,locality,localities_2022,geographies/localities_2022.zip,74,loc:74,עין הוד,EN HOD,1,stat2022:740001,1,740001,1,True,True
loc:76,locality,localities_2022,geographies/localities_2022.zip,76,loc:76,כפר גלעדי,KEFAR GIL'ADI,1,stat2022:760001,1,760001,1,True,True
loc:77,locality,localities_2022,geographies/localities_2022.zip,77,loc:77,איילת השחר,AYYELET HASHAHAR,1,stat2022:770001,1,770001,1,True,True
loc:78,locality,localities_2022,geographies/localities_2022.zip,78,loc:78,קריית ענבים,QIRYAT ANAVIM,1,stat2022:780001,1,780001,1,True,True
loc:79,locality,localities_2022,geographies/localities_2022.zip,79,loc:79,דגניה ב',DEGANYA BET,1,stat2022:790001,1,790001,1,True,True
loc:80,locality,localities_2022,geographies/localities_2022.zip,80,loc:80,נהלל,NAHALAL,1,stat2022:800001,1,800001,1,True,True
loc:82,locality,localities_2022,geographies/localities_2022.zip,82,loc:82,עין חרוד (מאוחד),EN HAROD(ME'UHAD),1,stat2022:820001,1,820001,1,True,True
loc:84,locality,localities_2022,geographies/localities_2022.zip,84,loc:84,תל יוסף,TEL YOSEF,1,stat2022:840001,1,840001,1,True,True
loc:85,locality,localities_2022,geographies/localities_2022.zip,85,loc:85,כפר יחזקאל,KEFAR YEHEZQEL,1,stat2022:850001,1,850001,1,True,True
loc:86,locality,localities_2022,geographies/localities_2022.zip,86,loc:86,גבע,GEVA,1,stat2022:860001,1,860001,1,True,True
loc:88,locality,localities_2022,geographies/localities_2022.zip,88,loc:88,כרם בן שמן,KEREM BEN SHEMEN,1,stat2022:880001,1,880001,1,True,True
loc:89,locality,localities_2022,geographies/localities_2022.zip,89,loc:89,עין חרוד (איחוד),EN HAROD (IHUD),1,stat2022:890001,1,890001,1,True,True
loc:90,locality,localities_2022,geographies/localities_2022.zip,90,loc:90,חפצי-בה,HEFZI-BAH,1,stat2022:900001,1,900001,1,True,True
loc:92,locality,localities_2022,geographies/localities_2022.zip,92,loc:92,גיניגר,GINNEGAR,1,stat2022:920001,1,920001,1,True,True
loc:94,locality,localities_2022,geographies/localities_2022.zip,94,loc:94,בלפוריה,BALFURYA,1,stat2022:940001,1,940001,1,True,True
loc:95,locality,localities_2022,geographies/localities_2022.zip,95,loc:95,בית אלפא,BET ALFA,1,stat2022:950001,1,950001,1,True,True
loc:96,locality,localities_2022,geographies/localities_2022.zip,96,loc:96,יגור,YAGUR,1,stat2022:960001,1,960001,1,True,True
loc:97,locality,localities_2022,geographies/localities_2022.zip,97,loc:97,מרחביה (מושב),MERHAVYA(MOSHAV),1,stat2022:970001,1,970001,1,True,True
loc:98,locality,localities_2022,geographies/localities_2022.zip,98,loc:98,"כפר מל""ל",KEFAR MALAL,1,stat2022:980001,1,980001,1,True,True
loc:99,locality,localities_2022,geographies/localities_2022.zip,99,loc:99,מצפה רמון,MIZPE RAMON,1,stat2022:990001,1,990001,1,True,True
loc:102,locality,localities_2022,geographies/localities_2022.zip,102,loc:102,מאיר שפיה,ME'IR SHEFEYA,1,stat2022:1020001,1,1020001,5,True,True
loc:103,locality,localities_2022,geographies/localities_2022.zip,103,loc:103,תל עדשים,TEL ADASHIM,1,stat2022:1030001,1,1030001,1,True,True
loc:104,locality,localities_2022,geographies/localities_2022.zip,104,loc:104,מזרע,MIZRA,1,stat2022:1040001,1,1040001,1,True,True
loc:106,locality,localities_2022,geographies/localities_2022.zip,106,loc:106,כפר גדעון,KEFAR GID'ON,1,stat2022:1060001,1,1060001,1,True,True
loc:107,locality,localities_2022,geographies/localities_2022.zip,107,loc:107,כפר סילבר,KEFAR SILVER,1,stat2022:1070001,1,1070001,5,True,True
loc:112,locality,localities_2022,geographies/localities_2022.zip,112,loc:112,כפר חסידים א',KEFAR HASIDIM ALEF,1,stat2022:1120001,1,1120001,1,True,True
loc:113,locality,localities_2022,geographies/localities_2022.zip,113,loc:113,אדירים,ADDIRIM,1,stat2022:1130001,1,1130001,1,True,True
loc:115,locality,localities_2022,geographies/localities_2022.zip,115,loc:115,חופית,HOFIT,1,stat2022:1150001,1,1150001,1,True,True
loc:122,locality,localities_2022,geographies/localities_2022.zip,122,loc:122,רמת ישי,RAMAT YISHAY,1,stat2022:1220001,1,1220001,1,True,True
loc:126,locality,localities_2022,geographies/localities_2022.zip,126,loc:126,שריד,SARID,1,stat2022:1260001,1,1260001,1,True,True
loc:127,locality,localities_2022,geographies/localities_2022.zip,127,loc:127,רמת רחל,RAMAT RAHEL,1,stat2022:1270001,1,1270001,1,True,True
loc:128,locality,localities_2022,geographies/localities_2022.zip,128,loc:128,גת רימון,GAT RIMMON,1,stat2022:1280001,1,1280001,1,True,True
loc:130,locality,localities_2022,geographies/localities_2022.zip,130,loc:130,משמר העמק,MISHMAR HAEMEQ,1,stat2022:1300001,1,1300001,1,True,True
loc:132,locality,localities_2022,geographies/localities_2022.zip,132,loc:132,כפר ברוך,KEFAR BARUKH,1,stat2022:1320001,1,1320001,1,True,True
loc:133,locality,localities_2022,geographies/localities_2022.zip,133,loc:133,גבת,GEVAT,1,stat2022:1330001,1,1330001,1,True,True
loc:134,locality,localities_2022,geographies/localities_2022.zip,134,loc:134,יפעת,YIF'AT,1,stat2022:1340001,1,1340001,1,True,True
loc:135,locality,localities_2022,geographies/localities_2022.zip,135,loc:135,רמת דוד,RAMAT DAWID,1,stat2022:1350001,1,1350001,1,True,True
loc:139,locality,localities_2022,geographies/localities_2022.zip,139,loc:139,עין שמר,EN SHEMER,1,stat2022:1390001,1,1390001,1,True,True
loc:140,locality,localities_2022,geographies/localities_2022.zip,140,loc:140,כפר יהושע,KEFAR YEHOSHUA,1,stat2022:1400001,1,1400001,1,True,True
loc:141,locality,localities_2022,geographies/localities_2022.zip,141,loc:141,ברק,BARAQ,1,stat2022:1410001,1,1410001,1,True,True
loc:142,locality,localities_2022,geographies/localities_2022.zip,142,loc:142,שדה יעקב,SEDE YA'AQOV,1,stat2022:1420001,1,1420001,1,True,True
loc:143,locality,localities_2022,geographies/localities_2022.zip,143,loc:143,בית זרע,BET ZERA,1,stat2022:1430001,1,1430001,1,True,True
loc:144,locality,localities_2022,geographies/localities_2022.zip,144,loc:144,גן שלמה,GAN SHELOMO,1,stat2022:1440001,1,1440001,1,True,True
loc:145,locality,localities_2022,geographies/localities_2022.zip,145,loc:145,גדיש,GADISH,1,stat2022:1450001,1,1450001,1,True,True
loc:146,locality,localities_2022,geographies/localities_2022.zip,146,loc:146,דבורה,DEVORA,1,stat2022:1460001,1,1460001,1,True,True
loc:147,locality,localities_2022,geographies/localities_2022.zip,147,loc:147,גבעת ברנר,GIV'AT BRENNER,1,stat2022:1470001,1,1470001,1,True,True
loc:154,locality,localities_2022,geographies/localities_2022.zip,154,loc:154,תל מונד,TEL MOND,6,stat2022:1540001|stat2022:1540002|stat2022:1540003|stat2022:1540004|stat2022:1540005|stat2022:1540006,1|2|3|4|5|6,1540001|1540002|1540003|1540004|1540005|1540006,1|4,False,True
loc:155,locality,localities_2022,geographies/localities_2022.zip,155,loc:155,באר טוביה,BE'ER TOVIYYA,1,stat2022:1550001,1,1550001,1,True,True
loc:156,locality,localities_2022,geographies/localities_2022.zip,156,loc:156,עיינות,AYANOT,1,stat2022:1560001,1,1560001,5,True,True
loc:157,locality,localities_2022,geographies/localities_2022.zip,157,loc:157,עין ורד,EN WERED,1,stat2022:1570001,1,1570001,1,True,True
loc:158,locality,localities_2022,geographies/localities_2022.zip,158,loc:158,נען,NA'AN,1,stat2022:1580001,1,1580001,1,True,True
loc:159,locality,localities_2022,geographies/localities_2022.zip,159,loc:159,בית חנן,BET HANAN,1,stat2022:1590001,1,1590001,1,True,True
loc:160,locality,localities_2022,geographies/localities_2022.zip,160,loc:160,חולדה,HULDA,1,stat2022:1600001,1,1600001,1,True,True
loc:162,locality,localities_2022,geographies/localities_2022.zip,162,loc:162,חירות,HERUT,1,stat2022:1620001,1,1620001,1,True,True
loc:163,locality,localities_2022,geographies/localities_2022.zip,163,loc:163,תימורים,TIMMORIM,1,stat2022:1630001,1,1630001,1,True,True
loc:164,locality,localities_2022,geographies/localities_2022.zip,164,loc:164,מלאה,MELE'A,1,stat2022:1640001,1,1640001,1,True,True
loc:165,locality,localities_2022,geographies/localities_2022.zip,165,loc:165,ניר יפה,NIR YAFE,1,stat2022:1650001,1,1650001,1,True,True
loc:166,locality,localities_2022,geographies/localities_2022.zip,166,loc:166,גן יבנה,GAN YAVNE,9,stat2022:1660001|stat2022:1660002|stat2022:1660003|stat2022:1660004|stat2022:1660005|stat2022:1660006|stat2022:1660007|stat2022:1660008|stat2022:1660009,1|2|3|4|5|6|7|8|9,1660001|1660002|1660003|1660004|1660005|1660006|1660007|1660008|1660009,1|2|4,False,True
loc:167,locality,localities_2022,geographies/localities_2022.zip,167,loc:167,עין החורש,EN HAHORESH,1,stat2022:1670001,1,1670001,1,True,True
loc:168,locality,localities_2022,geographies/localities_2022.zip,168,loc:168,כפר יונה,KEFAR YONA,9,stat2022:1680001|stat2022:1680002|stat2022:1680003|stat2022:1680004|stat2022:1680005|stat2022:1680006|stat2022:1680007|stat2022:1680008|stat2022:1680009,1|2|3|4|5|6|7|8|9,1680001|1680002|1680003|1680004|1680005|1680006|1680007|1680008|1680009,1|4,False,True
loc:170,locality,localities_2022,geographies/localities_2022.zip,170,loc:170,כפר יעבץ,KEFAR YA'BEZ,1,stat2022:1700001,1,1700001,1,True,True
loc:171,locality,localities_2022,geographies/localities_2022.zip,171,loc:171,פרדסייה,PARDESIYYA,1,stat2022:1710001,1,1710001,1,True,True
loc:173,locality,localities_2022,geographies/localities_2022.zip,173,loc:173,גבעת חיים (מאוחד),GIV'AT HAYYIM(ME'UHAD),1,stat2022:1730001,1,1730001,1,True,True
loc:174,locality,localities_2022,geographies/localities_2022.zip,174,loc:174,נטעים,NETA'IM,1,stat2022:1740001,1,1740001,1,True,True
loc:175,locality,localities_2022,geographies/localities_2022.zip,175,loc:175,אביחיל,AVIHAYIL,1,stat2022:1750001,1,1750001,1,True,True
loc:176,locality,localities_2022,geographies/localities_2022.zip,176,loc:176,אפיקים,AFIQIM,1,stat2022:1760001,1,1760001,1,True,True
loc:177,locality,localities_2022,geographies/localities_2022.zip,177,loc:177,"כפר ביל""ו",KEFAR BILU,1,stat2022:1770001,1,1770001,1,True,True
loc:178,locality,localities_2022,geographies/localities_2022.zip,178,loc:178,רמת יוחנן,RAMAT YOHANAN,1,stat2022:1780001,1,1780001,1,True,True
loc:182,locality,localities_2022,geographies/localities_2022.zip,182,loc:182,אבן יהודה,EVEN YEHUDA,9,stat2022:1820001|stat2022:1820002|stat2022:1820003|stat2022:1820004|stat2022:1820005|stat2022:1820006|stat2022:1820007|stat2022:1820008|stat2022:1820009,1|2|3|4|5|6|7|8|9,1820001|1820002|1820003|1820004|1820005|1820006|1820007|1820008|1820009,1|2|4|5,False,True
loc:183,locality,localities_2022,geographies/localities_2022.zip,183,loc:183,ירקונה,YARQONA,1,stat2022:1830001,1,1830001,1,True,True
loc:184,locality,localities_2022,geographies/localities_2022.zip,184,loc:184,רמת הכובש,RAMAT HAKOVESH,1,stat2022:1840001,1,1840001,1,True,True
loc:186,locality,localities_2022,geographies/localities_2022.zip,186,loc:186,נעורים,NE'URIM,1,stat2022:1860001,1,1860001,5,True,True
loc:187,locality,localities_2022,geographies/localities_2022.zip,187,loc:187,כפר הס,KEFAR HESS,1,stat2022:1870001,1,1870001,1,True,True
loc:188,locality,localities_2022,geographies/localities_2022.zip,188,loc:188,אשדות יעקב (מאוחד),ASHDOT YA'AQOV(ME'UHAD),1,stat2022:1880001,1,1880001,1,True,True
loc:189,locality,localities_2022,geographies/localities_2022.zip,189,loc:189,כפר פינס,KEFAR PINES,1,stat2022:1890001,1,1890001,1,True,True
loc:190,locality,localities_2022,geographies/localities_2022.zip,190,loc:190,כפר ויתקין,KEFAR VITKIN,1,stat2022:1900001,1,1900001,1,True,True
loc:191,locality,localities_2022,geographies/localities_2022.zip,191,loc:191,הדר עם,HADAR AM,1,stat2022:1910001,1,1910001,1,True,True
loc:192,locality,localities_2022,geographies/localities_2022.zip,192,loc:192,כפר החורש,KEFAR HAHORESH,1,stat2022:1920001,1,1920001,1,True,True
loc:193,locality,localities_2022,geographies/localities_2022.zip,193,loc:193,כפר חיים,KEFAR HAYYIM,1,stat2022:1930001,1,1930001,1,True,True
loc:194,locality,localities_2022,geographies/localities_2022.zip,194,loc:194,משמר השרון,MISHMAR HASHARON,1,stat2022:1940001,1,1940001,1,True,True
loc:195,locality,localities_2022,geographies/localities_2022.zip,195,loc:195,קדימה-צורן,QADIMA-ZORAN,7,stat2022:1950001|stat2022:1950002|stat2022:1950003|stat2022:1950004|stat2022:1950005|stat2022:1950006|stat2022:1950007,1|2|3|4|5|6|7,1950001|1950002|1950003|1950004|1950005|1950006|1950007,1|4,False,True
loc:196,locality,localities_2022,geographies/localities_2022.zip,196,loc:196,גיבתון,GIBBETON,1,stat2022:1960001,1,1960001,1,True,True
loc:197,locality,localities_2022,geographies/localities_2022.zip,197,loc:197,מעברות,MA'BAROT,1,stat2022:1970001,1,1970001,1,True,True
loc:198,locality,localities_2022,geographies/localities_2022.zip,198,loc:198,צופית,ZOFIT,1,stat2022:1980001,1,1980001,1,True,True
loc:199,locality,localities_2022,geographies/localities_2022.zip,199,loc:199,אשדות יעקב (איחוד),ASHDOT YA'AQOV(IHUD),1,stat2022:1990001,1,1990001,1,True,True
loc:200,locality,localities_2022,geographies/localities_2022.zip,200,loc:200,בית ינאי,BET YANNAY,1,stat2022:2000001,1,2000001,1,True,True
loc:202,locality,localities_2022,geographies/localities_2022.zip,202,loc:202,בית עובד,BET OVED,1,stat2022:2020001,1,2020001,1,True,True
loc:204,locality,localities_2022,geographies/localities_2022.zip,204,loc:204,אלישיב,ELYASHIV,1,stat2022:2040001,1,2040001,1,True,True
loc:205,locality,localities_2022,geographies/localities_2022.zip,205,loc:205,חגלה,HOGLA,1,stat2022:2050001,1,2050001,1,True,True
loc:206,locality,localities_2022,geographies/localities_2022.zip,206,loc:206,רמות השבים,RAMOT HASHAVIM,1,stat2022:2060001,1,2060001,1,True,True
loc:207,locality,localities_2022,geographies/localities_2022.zip,207,loc:207,"גבעת ח""ן",GIV'AT HEN,1,stat2022:2070001,1,2070001,1,True,True
loc:208,locality,localities_2022,geographies/localities_2022.zip,208,loc:208,מוצא עילית,MOZA ILLIT,1,stat2022:2080001,1,2080001,1,True,True
loc:212,locality,localities_2022,geographies/localities_2022.zip,212,loc:212,בית צבי,BET ZEVI,1,stat2022:2120001,1,2120001,5,True,True
loc:213,locality,localities_2022,geographies/localities_2022.zip,213,loc:213,משמרות,MISHMAROT,1,stat2022:2130001,1,2130001,1,True,True
loc:217,locality,localities_2022,geographies/localities_2022.zip,217,loc:217,"כפר הרא""ה",KEFAR HARO'E,1,stat2022:2170001,1,2170001,1,True,True
loc:218,locality,localities_2022,geographies/localities_2022.zip,218,loc:218,גני עם,GANNE AM,1,stat2022:2180001,1,2180001,1,True,True
loc:219,locality,localities_2022,geographies/localities_2022.zip,219,loc:219,חיבת ציון,HIBBAT ZIYYON,1,stat2022:2190001,1,2190001,1,True,True
loc:220,locality,localities_2022,geographies/localities_2022.zip,220,loc:220,כפר ביאליק,KEFAR BIALIK,1,stat2022:2200001,1,2200001,1,True,True
loc:223,locality,localities_2022,geographies/localities_2022.zip,223,loc:223,עין עירון,EN IRON,1,stat2022:2230001,1,2230001,1,True,True
loc:224,locality,localities_2022,geographies/localities_2022.zip,224,loc:224,שושנת העמקים,SHOSHANNAT HAAMAQIM,1,stat2022:2240001,1,2240001,1,True,True
loc:225,locality,localities_2022,geographies/localities_2022.zip,225,loc:225,גן השומרון,GAN HASHOMERON,1,stat2022:2250001,1,2250001,1,True,True
loc:229,locality,localities_2022,geographies/localities_2022.zip,229,loc:229,גני תקווה,GANNE TIQWA,6,stat2022:2290001|stat2022:2290002|stat2022:2290003|stat2022:2290004|stat2022:2290005|stat2022:2290006,1|2|3|4|5|6,2290001|2290002|2290003|2290004|2290005|2290006,1|4,False,True
loc:230,locality,localities_2022,geographies/localities_2022.zip,230,loc:230,מעש,MA'AS,1,stat2022:2300001,1,2300001,1,True,True
loc:232,locality,localities_2022,geographies/localities_2022.zip,232,loc:232,שפיים,SHEFAYIM,1,stat2022:2320001,1,2320001,1,True,True
loc:233,locality,localities_2022,geographies/localities_2022.zip,233,loc:233,כפר ידידיה,KEFAR YEDIDYA,1,stat2022:2330001,1,2330001,1,True,True
loc:234,locality,localities_2022,geographies/localities_2022.zip,234,loc:234,ביצרון,BIZZARON,1,stat2022:2340001,1,2340001,1,True,True
loc:235,locality,localities_2022,geographies/localities_2022.zip,235,loc:235,חבצלת השרון,HAVAZZELET HASHARON,1,stat2022:2350001,1,2350001,1,True,True
loc:237,locality,localities_2022,geographies/localities_2022.zip,237,loc:237,שער העמקים,SHA'AR HAAMAQIM,1,stat2022:2370001,1,2370001,1,True,True
loc:239,locality,localities_2022,geographies/localities_2022.zip,239,loc:239,גן חיים,GAN HAYYIM,1,stat2022:2390001,1,2390001,1,True,True
loc:240,locality,localities_2022,geographies/localities_2022.zip,240,loc:240,יקנעם עילית,YOQNE'AM ILLIT,8,stat2022:2400001|stat2022:2400002|stat2022:2400003|stat2022:2400004|stat2022:2400005|stat2022:2400006|stat2022:2400007|stat2022:2400008,1|2|3|4|5|6|7|8,2400001|2400002|2400003|2400004|2400005|2400006|2400007|2400008,1|2,False,True
loc:241,locality,localities_2022,geographies/localities_2022.zip,241,loc:241,יקנעם (מושבה),YOQNE'AM(MOSHAVA),1,stat2022:2410001,1,2410001,1,True,True
loc:242,locality,localities_2022,geographies/localities_2022.zip,242,loc:242,בית השיטה,BET HASHITTA,1,stat2022:2420001,1,2420001,1,True,True
loc:246,locality,localities_2022,geographies/localities_2022.zip,246,loc:246,נתיבות,NETIVOT,16,stat2022:2460011|stat2022:2460012|stat2022:2460013|stat2022:2460014|stat2022:2460015|stat2022:2460016|stat2022:2460017|stat2022:2460021|stat2022:2460022|stat2022:2460023|stat2022:2460024|stat2022:2460031|stat2022:2460032|stat2022:2460033|stat2022:2460034|stat2022:2460035,11|12|13|14|15|16|17|21|22|23|24|31|32|33|34|35,2460011|2460012|2460013|2460014|2460015|2460016|2460017|2460021|2460022|2460023|2460024|2460031|2460032|2460033|2460034|2460035,1|2|4,False,True
loc:247,locality,localities_2022,geographies/localities_2022.zip,247,loc:247,רשפון,RISHPON,1,stat2022:2470001,1,2470001,1,True,True
loc:248,locality,localities_2022,geographies/localities_2022.zip,248,loc:248,בית שערים,BET SHE'ARIM,1,stat2022:2480001,1,2480001,1,True,True
loc:249,locality,localities_2022,geographies/localities_2022.zip,249,loc:249,כפר סירקין,KEFAR SIRKIN,1,stat2022:2490001,1,2490001,1,True,True
